desc,play_type,game_half,drive,qtr,down,rushing_yards,first_down_pass,first_down_penalty,receiving_yards,third_down_failed,fourth_down_converted,penalty,fumbled_1_player_name,fumbled_2_player_name,td_player_name
(7:54) 5-D.Montgomery right tackle to DET 37 for 1 yard (27-J.Battle; 44-D.Knight).,run,Half1,9,2,1.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(5:12) 0-J.Gibbs left guard to CIN 47 for -2 yards (90-K.Jenkins).,run,Half1,11,2,1.0,-2.0,0.0,0.0,,0.0,0.0,0,,,
(14:08) 0-J.Gibbs up the middle to CIN 25 for 3 yards (49-B.Carter; 90-K.Jenkins).,run,Half2,14,3,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(12:41) 0-J.Gibbs right guard to CIN 10 for 5 yards (55-L.Wilson; 49-B.Carter).,run,Half2,14,3,1.0,5.0,0.0,0.0,,0.0,0.0,0,,,
(9:13) 5-D.Montgomery left tackle to CIN 37 for 4 yards (98-T.Slaton; 44-D.Knight).,run,Half2,16,3,1.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(8:34) 5-D.Montgomery right tackle to CIN 33 for 4 yards (92-B.Hill).,run,Half2,16,3,2.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(7:06) 5-D.Montgomery left end to CIN 8 for 19 yards (20-D.Turner).,run,Half2,16,3,1.0,19.0,0.0,0.0,,0.0,0.0,0,,,
(6:30) (No Huddle) 5-D.Montgomery right guard to CIN 8 for no gain (44-D.Knight).,run,Half2,16,3,1.0,0.0,0.0,0.0,,0.0,0.0,0,,,
"(5:48) 5-D.Montgomery left tackle for 8 yards, TOUCHDOWN.",run,Half2,16,3,2.0,8.0,0.0,0.0,,0.0,0.0,0,,,D.Montgomery
(13:19) (Shotgun) 0-J.Gibbs right guard to DET 33 for 9 yards (27-J.Battle; 58-J.Ossai).,run,Half2,18,4,3.0,9.0,0.0,0.0,,1.0,0.0,0,,,
(8:54) 5-D.Montgomery right guard to CIN 29 for 6 yards (98-T.Slaton; 92-B.Hill).,run,Half2,20,4,1.0,6.0,0.0,0.0,,0.0,0.0,0,,,
(8:10) 5-D.Montgomery left tackle to CIN 24 for 5 yards (98-T.Slaton).,run,Half2,20,4,2.0,5.0,0.0,0.0,,0.0,0.0,0,,,
(7:27) 5-D.Montgomery right tackle to CIN 15 for 9 yards (90-K.Jenkins).,run,Half2,20,4,1.0,9.0,0.0,0.0,,0.0,0.0,0,,,
